ID,Sex,Genetic_line,Replicate,Treatment,Date of Eclosion,Date of Death,Group
C_FW1_73,M,C,1,FW,26/9/2023,9/10/2023,C_FW
C_FW1_74,M,C,1,FW,25/9/2023,4/10/2023,C_FW
C_FW1_75,F,C,1,FW,26/9/2023,5/10/2023,C_FW
C_FW1_76,M,C,1,FW,26/9/2023,14/10/2023,C_FW
C_FW1_77,F,C,1,FW,27/9/2023,7/10/2023,C_FW
C_FW1_78,F,C,1,FW,26/9/2023,8/10/2023,C_FW
C_FW1_79,M,C,1,FW,30/9/2023,22/10/2023,C_FW
C_FW1_80,M,C,1,FW,1/10/2023,12/10/2023,C_FW
C_FW1_81,F,C,1,FW,5/10/2023,18/10/2023,C_FW
C_FW1_82,F,C,1,FW,10/10/2023,19/10/2023,C_FW
C_FW1_83,F,C,1,FW,10/10/2023,19/10/2023,C_FW
C_FW1_84,M,C,1,FW,14/10/2023,28/10/2023,C_FW
C_FW1_85,M,C,1,FW,14/10/2023,25/10/2023,C_FW
C_FW1_86,F,C,1,FW,16/10/2023,22/10/2023,C_FW
C_FW2_01,M,C,2,FW,19/9/2023,,C_FW
C_FW2_02,M,C,2,FW,19/9/2023,,C_FW
C_FW2_03,M,C,2,FW,21/9/2023,,C_FW
C_FW2_04,F,C,2,FW,20/9/2023,,C_FW
C_FW2_05,F,C,2,FW,20/9/2023,,C_FW
C_FW2_06,F,C,2,FW,21/9/2023,,C_FW
C_FW2_07,M,C,2,FW,21/9/2023,,C_FW
C_FW2_08,M,C,2,FW,23/9/2023,,C_FW
C_FW2_09,F,C,2,FW,23/9/2023,,C_FW
C_FW2_10,M,C,2,FW,24/9/2023,2/10/2023,C_FW
C_FW2_11,M,C,2,FW,22/9/2023,,C_FW
C_FW2_12,F,C,2,FW,22/9/2023,,C_FW
C_FW2_13,F,C,2,FW,23/9/2023,,C_FW
C_FW2_14,F,C,2,FW,23/9/2023,,C_FW
C_FW2_15,M,C,2,FW,22/9/2023,,C_FW
C_FW2_16,F,C,2,FW,23/9/2023,,C_FW
C_FW2_17,F,C,2,FW,24/9/2023,2/10/2023,C_FW
C_FW2_18,M,C,2,FW,24/9/2023,2/10/2023,C_FW
C_FW2_19,F,C,2,FW,24/9/2023,2/10/2023,C_FW
C_FW2_20,M,C,2,FW,24/9/2023,2/10/2023,C_FW
C_FW2_21,F,C,2,FW,23/9/2023,,C_FW
C_FW2_22,F,C,2,FW,23/9/2023,,C_FW
C_FW2_23,F,C,2,FW,23/9/2023,,C_FW
C_FW2_24,F,C,2,FW,26/9/2023,2/10/2023,C_FW
C_FW2_25,F,C,2,FW,24/9/2023,3/10/2023,C_FW
C_FW2_26,M,C,2,FW,23/9/2023,,C_FW
C_FW2_27,M,C,2,FW,23/9/2023,,C_FW
C_FW2_28,M,C,2,FW,23/9/2023,,C_FW
C_FW2_29,M,C,2,FW,24/9/2023,2/10/2023,C_FW
C_FW2_30,F,C,2,FW,24/9/2023,4/10/2023,C_FW
C_FW2_31,M,C,2,FW,25/9/2023,1/10/2023,C_FW
C_FW2_32,F,C,2,FW,24/9/2023,6/10/2023,C_FW
C_FW2_33,M,C,2,FW,24/9/2023,14/10/2023,C_FW
C_FW2_34,M,C,2,FW,24/9/2023,12/10/2023,C_FW
C_FW2_35,F,C,2,FW,24/9/2023,2/10/2023,C_FW
C_FW2_36,F,C,2,FW,26/9/2023,7/10/2023,C_FW
C_FW2_37,M,C,2,FW,24/9/2023,5/10/2023,C_FW
C_FW2_38,M,C,2,FW,24/9/2023,14/10/2023,C_FW
C_FW2_39,M,C,2,FW,24/9/2023,8/10/2023,C_FW
C_FW2_40,M,C,2,FW,24/9/2023,3/10/2023,C_FW
C_FW2_41,F,C,2,FW,25/9/2023,5/10/2023,C_FW
C_FW2_42,F,C,2,FW,26/9/2023,6/10/2023,C_FW
C_FW2_43,M,C,2,FW,24/9/2023,10/10/2023,C_FW
C_FW2_44,F,C,2,FW,26/9/2023,4/10/2023,C_FW
C_FW2_45,F,C,2,FW,26/9/2023,5/10/2023,C_FW
C_FW2_46,M,C,2,FW,24/9/2023,11/10/2023,C_FW
C_FW2_47,M,C,2,FW,25/9/2023,18/10/2023,C_FW
C_FW2_48,F,C,2,FW,24/9/2023,6/10/2023,C_FW
C_FW2_49,F,C,2,FW,24/9/2023,3/10/2023,C_FW
C_FW2_50,F,C,2,FW,24/9/2023,8/10/2023,C_FW
C_FW2_51,F,C,2,FW,26/9/2023,5/10/2023,C_FW
C_FW2_52,M,C,2,FW,26/9/2023,8/10/2023,C_FW
C_FW2_53,F,C,2,FW,26/9/2023,5/10/2023,C_FW
C_FW2_54,F,C,2,FW,26/9/2023,4/10/2023,C_FW
C_FW2_55,M,C,2,FW,24/9/2023,8/10/2023,C_FW
C_FW2_56,M,C,2,FW,25/9/2023,8/10/2023,C_FW
C_FW2_57,M,C,2,FW,26/9/2023,14/10/2023,C_FW
C_FW2_58,F,C,2,FW,24/9/2023,5/10/2023,C_FW
C_FW2_59,F,C,2,FW,26/9/2023,4/10/2023,C_FW
C_FW2_60,F,C,2,FW,27/9/2023,7/10/2023,C_FW
C_FW2_61,M,C,2,FW,26/9/2023,16/10/2023,C_FW
C_FW2_62,M,C,2,FW,28/9/2023,5/10/2023,C_FW
C_FW2_63,M,C,2,FW,27/9/2023,7/10/2023,C_FW
C_FW2_64,F,C,2,FW,28/9/2023,6/10/2023,C_FW
C_FW2_65,F,C,2,FW,29/9/2023,6/10/2023,C_FW
C_FW2_66,M,C,2,FW,27/9/2023,4/10/2023,C_FW
C_FW2_67,M,C,2,FW,29/9/2023,,C_FW
C_FW2_68,M,C,2,FW,1/10/2023,17/10/2023,C_FW
C_FW2_69,M,C,2,FW,26/9/2023,5/10/2023,C_FW
C_FW2_70,M,C,2,FW,28/9/2023,13/10/2023,C_FW
C_FW2_71,M,C,2,FW,27/9/2023,22/10/2023,C_FW
C_FW2_72,M,C,2,FW,27/9/2023,9/10/2023,C_FW
C_FW2_73,F,C,2,FW,28/9/2023,9/10/2023,C_FW
C_FW2_74,F,C,2,FW,2/10/2023,15/10/2023,C_FW
C_FW2_75,M,C,2,FW,3/10/2023,7/10/2023,C_FW
C_FW2_76,M,C,2,FW,3/10/2023,13/10/2023,C_FW
C_FW2_77,M,C,2,FW,3/10/2023,22/10/2023,C_FW
C_FW2_78,F,C,2,FW,8/10/2023,15/10/2023,C_FW
C_FW2_79,M,C,2,FW,10/10/2023,25/10/2023,C_FW
C_FW2_80,F,C,2,FW,10/10/2023,20/10/2023,C_FW
C_FW2_81,M,C,2,FW,11/10/2023,20/10/2023,C_FW
C_FW2_82,M,C,2,FW,12/10/2023,24/10/2023,C_FW
C_FW2_83,F,C,2,FW,13/10/2023,25/10/2023,C_FW
C_FW2_84,M,C,2,FW,3/10/2023,12/10/2023,C_FW
C_FW2_85,M,C,2,FW,13/10/2023,25/10/2023,C_FW
C_FW2_86,M,C,2,FW,13/10/2023,13/10/2023,C_FW
C_FW2_87,M,C,2,FW,15/10/2023,27/10/2023,C_FW
C_FW3_01,F,C,3,FW,18/9/2023,,C_FW
C_FW3_02,F,C,3,FW,19/9/2023,,C_FW
C_FW3_03,F,C,3,FW,20/9/2023,,C_FW
C_FW3_04,F,C,3,FW,20/9/2023,,C_FW
C_FW3_05,M,C,3,FW,21/9/2023,,C_FW
C_FW3_06,M,C,3,FW,21/9/2023,25/9/2023,C_FW
C_FW3_07,F,C,3,FW,21/9/2023,,C_FW
C_FW3_08,F,C,3,FW,21/9/2023,,C_FW
C_FW3_09,F,C,3,FW,21/9/2023,,C_FW
C_FW3_10,M,C,3,FW,20/9/2023,,C_FW
C_FW3_11,M,C,3,FW,20/9/2023,,C_FW
C_FW3_12,M,C,3,FW,21/9/2023,,C_FW
C_FW3_13,F,C,3,FW,21/9/2023,,C_FW
C_FW3_14,F,C,3,FW,21/9/2023,,C_FW
C_FW3_15,F,C,3,FW,22/9/2023,,C_FW
C_FW3_16,F,C,3,FW,22/9/2023,,C_FW
C_FW3_17,M,C,3,FW,21/9/2023,,C_FW
C_FW3_18,M,C,3,FW,21/9/2023,,C_FW
C_FW3_19,M,C,3,FW,22/9/2023,,C_FW
C_FW3_20,F,C,3,FW,24/9/2023,6/10/2023,C_FW
C_FW3_21,F,C,3,FW,23/9/2023,2/10/2023,C_FW
C_FW3_22,M,C,3,FW,23/9/2023,,C_FW
C_FW3_23,M,C,3,FW,23/9/2023,,C_FW
C_FW3_24,M,C,3,FW,24/9/2023,3/10/2023,C_FW
C_FW3_25,M,C,3,FW,22/9/2023,,C_FW
C_FW3_26,F,C,3,FW,24/9/2023,6/10/2023,C_FW
C_FW3_27,F,C,3,FW,23/9/2023,6/10/2023,C_FW
C_FW3_28,F,C,3,FW,23/9/2023,2/10/2023,C_FW
C_FW3_29,F,C,3,FW,23/9/2023,2/10/2023,C_FW
C_FW3_30,F,C,3,FW,23/9/2023,3/10/2023,C_FW
C_FW3_31,F,C,3,FW,24/9/2023,5/10/2023,C_FW
C_FW3_32,M,C,3,FW,24/9/2023,5/10/2023,C_FW
C_FW3_33,F,C,3,FW,22/9/2023,1/10/2023,C_FW
C_FW3_34,F,C,3,FW,22/9/2023,1/10/2023,C_FW
C_FW3_35,F,C,3,FW,25/9/2023,9/10/2023,C_FW
C_FW3_36,M,C,3,FW,24/9/2023,6/10/2023,C_FW
C_FW3_37,F,C,3,FW,26/9/2023,,C_FW
C_FW3_38,M,C,3,FW,26/9/2023,5/10/2023,C_FW
C_FW3_39,M,C,3,FW,24/9/2023,13/10/2023,C_FW
C_FW3_40,F,C,3,FW,23/9/2023,2/10/2023,C_FW
C_FW3_41,F,C,3,FW,24/9/2023,3/10/2023,C_FW
C_FW3_42,F,C,3,FW,25/9/2023,,C_FW
C_FW3_43,F,C,3,FW,22/9/2023,1/10/2023,C_FW
C_FW3_44,F,C,3,FW,26/9/2023,6/10/2023,C_FW
C_FW3_45,F,C,3,FW,23/9/2023,5/10/2023,C_FW
C_FW3_46,F,C,3,FW,23/9/2023,3/10/2023,C_FW
C_FW3_47,F,C,3,FW,24/9/2023,3/10/2023,C_FW
C_FW3_48,M,C,3,FW,23/9/2023,,C_FW
C_FW3_49,F,C,3,FW,28/9/2023,5/10/2023,C_FW
C_FW3_50,M,C,3,FW,29/9/2023,9/10/2023,C_FW
C_FW3_51,F,C,3,FW,27/9/2023,12/10/2023,C_FW
C_FW3_52,F,C,3,FW,29/9/2023,4/10/2023,C_FW
C_FW3_53,M,C,3,FW,26/9/2023,6/10/2023,C_FW
C_FW3_54,M,C,3,FW,27/9/2023,8/10/2023,C_FW
C_FW3_55,M,C,3,FW,26/9/2023,8/10/2023,C_FW
C_FW3_56,F,C,3,FW,28/9/2023,6/10/2023,C_FW
C_FW3_57,F,C,3,FW,28/9/2023,9/10/2023,C_FW
C_FW3_58,F,C,3,FW,29/9/2023,7/10/2023,C_FW
C_FW3_59,M,C,3,FW,28/9/2023,5/10/2023,C_FW
C_FW3_60,M,C,3,FW,29/9/2023,5/10/2023,C_FW
C_FW3_61,F,C,3,FW,26/9/2023,6/10/2023,C_FW
C_FW3_62,F,C,3,FW,26/9/2023,3/10/2023,C_FW
C_FW3_63,M,C,3,FW,27/9/2023,16/10/2023,C_FW
C_FW3_64,F,C,3,FW,26/9/2023,5/10/2023,C_FW
C_FW3_65,F,C,3,FW,25/9/2023,2/10/2023,C_FW
C_FW3_66,F,C,3,FW,26/9/2023,2/10/2023,C_FW
C_FW3_67,F,C,3,FW,26/9/2023,5/10/2023,C_FW
C_FW3_68,M,C,3,FW,26/9/2023,8/10/2023,C_FW
C_FW3_69,M,C,3,FW,26/9/2023,5/10/2023,C_FW
C_FW3_70,M,C,3,FW,25/9/2023,6/10/2023,C_FW
C_FW3_71,F,C,3,FW,26/9/2023,3/10/2023,C_FW
C_FW3_72,M,C,3,FW,30/9/2023,13/10/2023,C_FW
C_FW3_73,M,C,3,FW,30/9/2023,12/10/2023,C_FW
C_FW3_74,F,C,3,FW,3/10/2023,13/10/2023,C_FW
C_FW3_75,M,C,3,FW,5/10/2023,22/10/2023,C_FW
C_FW3_76,M,C,3,FW,3/10/2023,14/10/2023,C_FW
C_FW3_77,M,C,3,FW,5/10/2023,16/10/2023,C_FW
C_FW3_78,F,C,3,FW,7/10/2023,15/10/2023,C_FW
C_FW3_79,F,C,3,FW,11/10/2023,20/10/2023,C_FW
C_FW3_80,M,C,3,FW,10/10/2023,13/10/2023,C_FW
C_FW3_81,F,C,3,FW,10/10/2023,24/10/2023,C_FW
C_FW3_82,F,C,3,FW,11/10/2023,22/10/2023,C_FW
C_FW3_83,F,C,3,FW,13/10/2023,22/10/2023,C_FW
C_FW3_84,F,C,3,FW,3/10/2023,12/10/2023,C_FW
C_FW3_85,M,C,3,FW,15/10/2023,25/10/2023,C_FW
C_FW3_86,F,C,3,FW,16/10/2023,24/10/2023,C_FW
E_FW1_01,M,E,1,FW,18/9/2023,,E_FW
E_FW1_02,M,E,1,FW,19/9/2023,,E_FW
E_FW1_03,F,E,1,FW,19/9/2023,,E_FW
E_FW1_04,M,E,1,FW,19/9/2023,,E_FW
E_FW1_05,M,E,1,FW,19/9/2023,,E_FW
E_FW1_06,F,E,1,FW,18/9/2023,,E_FW
E_FW1_07,M,E,1,FW,19/9/2023,,E_FW
E_FW1_08,M,E,1,FW,20/9/2023,,E_FW
E_FW1_09,M,E,1,FW,19/9/2023,,E_FW
E_FW1_10,F,E,1,FW,20/9/2023,,E_FW
E_FW1_11,F,E,1,FW,20/9/2023,,E_FW
E_FW1_12,M,E,1,FW,21/9/2023,5/10/2023,E_FW
E_FW1_13,M,E,1,FW,19/9/2023,,E_FW
E_FW1_14,M,E,1,FW,20/9/2023,,E_FW
E_FW1_15,F,E,1,FW,20/9/2023,,E_FW
E_FW1_16,M,E,1,FW,20/9/2023,,E_FW
E_FW1_17,F,E,1,FW,20/9/2023,,E_FW
E_FW1_18,F,E,1,FW,20/9/2023,,E_FW
E_FW1_19,M,E,1,FW,20/9/2023,,E_FW
E_FW1_20,F,E,1,FW,20/9/2023,,E_FW
E_FW1_21,F,E,1,FW,19/9/2023,,E_FW
E_FW1_22,M,E,1,FW,20/9/2023,28/9/2023,E_FW
E_FW1_23,F,E,1,FW,20/9/2023,,E_FW
E_FW1_24,F,E,1,FW,20/9/2023,,E_FW
E_FW1_25,F,E,1,FW,21/9/2023,4/10/2023,E_FW
E_FW1_26,F,E,1,FW,20/9/2023,,E_FW
E_FW1_27,M,E,1,FW,20/9/2023,28/9/2023,E_FW
E_FW1_28,F,E,1,FW,21/9/2023,2/10/2023,E_FW
E_FW1_29,M,E,1,FW,21/9/2023,4/10/2023,E_FW
E_FW1_30,M,E,1,FW,20/9/2023,,E_FW
E_FW1_31,F,E,1,FW,21/9/2023,1/10/2023,E_FW
E_FW1_32,F,E,1,FW,21/9/2023,2/10/2023,E_FW
E_FW1_33,F,E,1,FW,21/9/2023,2/10/2023,E_FW
E_FW1_34,F,E,1,FW,21/9/2023,1/10/2023,E_FW
E_FW1_35,F,E,1,FW,21/9/2023,4/10/2023,E_FW
E_FW1_36,F,E,1,FW,21/9/2023,2/10/2023,E_FW
E_FW1_37,M,E,1,FW,21/9/2023,5/10/2023,E_FW
E_FW1_38,F,E,1,FW,21/9/2023,4/10/2023,E_FW
E_FW1_39,F,E,1,FW,20/9/2023,1/10/2023,E_FW
E_FW1_40,F,E,1,FW,21/9/2023,2/10/2023,E_FW
E_FW1_41,M,E,1,FW,21/9/2023,8/10/2023,E_FW
E_FW1_42,M,E,1,FW,20/9/2023,1/10/2023,E_FW
E_FW1_43,F,E,1,FW,20/9/2023,1/10/2023,E_FW
E_FW1_44,F,E,1,FW,20/9/2023,1/10/2023,E_FW
E_FW1_46,M,E,1,FW,20/9/2023,1/10/2023,E_FW
E_FW1_47,F,E,1,FW,21/9/2023,29/9/2023,E_FW
E_FW1_48,M,E,1,FW,20/9/2023,29/9/2023,E_FW
E_FW1_49,M,E,1,FW,21/9/2023,2/10/2023,E_FW
E_FW1_50,F,E,1,FW,20/9/2023,2/10/2023,E_FW
E_FW1_51,F,E,1,FW,22/9/2023,6/10/2023,E_FW
E_FW1_52,M,E,1,FW,22/9/2023,2/10/2023,E_FW
E_FW1_53,F,E,1,FW,21/9/2023,2/10/2023,E_FW
E_FW1_54,F,E,1,FW,21/9/2023,1/10/2023,E_FW
E_FW1_55,F,E,1,FW,23/9/2023,3/10/2023,E_FW
E_FW1_56,M,E,1,FW,22/9/2023,1/10/2023,E_FW
E_FW1_57,M,E,1,FW,22/9/2023,2/10/2023,E_FW
E_FW1_58,F,E,1,FW,23/9/2023,3/10/2023,E_FW
E_FW1_59,M,E,1,FW,22/9/2023,2/10/2023,E_FW
E_FW1_60,M,E,1,FW,21/9/2023,6/10/2023,E_FW
E_FW1_61,F,E,1,FW,23/9/2023,3/10/2023,E_FW
E_FW1_62,M,E,1,FW,21/9/2023,5/10/2023,E_FW
E_FW1_63,F,E,1,FW,23/9/2023,2/10/2023,E_FW
E_FW1_65,M,E,1,FW,22/9/2023,3/10/2023,E_FW
E_FW1_66,F,E,1,FW,23/9/2023,2/10/2023,E_FW
E_FW1_67,F,E,1,FW,23/9/2023,3/10/2023,E_FW
E_FW1_68,M,E,1,FW,21/9/2023,6/10/2023,E_FW
E_FW1_69,M,E,1,FW,21/9/2023,4/10/2023,E_FW
E_FW1_70,M,E,1,FW,22/9/2023,5/10/2023,E_FW
E_FW1_71,F,E,1,FW,23/9/2023,5/10/2023,E_FW
E_FW1_72,M,E,1,FW,22/9/2023,5/10/2023,E_FW
E_FW1_73,M,E,1,FW,22/9/2023,9/10/2023,E_FW
E_FW1_74,M,E,1,FW,23/9/2023,4/10/2023,E_FW
E_FW1_75,M,E,1,FW,23/9/2023,4/10/2023,E_FW
E_FW1_76,M,E,1,FW,22/9/2023,7/10/2023,E_FW
E_FW1_77,F,E,1,FW,24/9/2023,4/10/2023,E_FW
E_FW1_78,M,E,1,FW,23/9/2023,11/10/2023,E_FW
E_FW1_79,M,E,1,FW,23/9/2023,2/10/2023,E_FW
E_FW1_80,M,E,1,FW,24/9/2023,7/10/2023,E_FW
E_FW1_81,F,E,1,FW,25/9/2023,8/10/2023,E_FW
E_FW1_82,F,E,1,FW,24/9/2023,8/10/2023,E_FW
E_FW1_83,M,E,1,FW,23/9/2023,7/10/2023,E_FW
E_FW1_84,M,E,1,FW,25/9/2023,5/10/2023,E_FW
E_FW1_85,M,E,1,FW,25/9/2023,7/10/2023,E_FW
E_FW1_86,M,E,1,FW,25/9/2023,6/10/2023,E_FW
E_FW1_87,F,E,1,FW,3/10/2023,14/10/2023,E_FW
E_FW1_88,F,E,1,FW,7/10/2023,19/10/2023,E_FW
E_FW1_89,M,E,1,FW,11/10/2023,19/10/2023,E_FW
E_FW1_90,F,E,1,FW,22/9/2023,1/10/2023,E_FW
E_FW2_01,M,E,2,FW,18/9/2023,,E_FW
E_FW2_02,M,E,2,FW,20/9/2023,,E_FW
E_FW2_03,F,E,2,FW,19/9/2023,,E_FW
E_FW2_04,M,E,2,FW,19/9/2023,,E_FW
E_FW2_05,F,E,2,FW,20/9/2023,,E_FW
E_FW2_06,M,E,2,FW,20/9/2023,,E_FW
E_FW2_07,M,E,2,FW,20/9/2023,,E_FW
E_FW2_08,M,E,2,FW,21/9/2023,,E_FW
E_FW2_09,F,E,2,FW,20/9/2023,,E_FW
E_FW2_10,M,E,2,FW,20/9/2023,25/9/2023,E_FW
E_FW2_11,F,E,2,FW,21/9/2023,1/10/2023,E_FW
E_FW2_12,F,E,2,FW,19/9/2023,,E_FW
E_FW2_13,M,E,2,FW,19/9/2023,,E_FW
E_FW2_14,F,E,2,FW,19/9/2023,,E_FW
E_FW2_15,M,E,2,FW,21/9/2023,3/10/2023,E_FW
E_FW2_16,F,E,2,FW,21/9/2023,,E_FW
E_FW2_17,F,E,2,FW,21/9/2023,1/10/2023,E_FW
E_FW2_18,M,E,2,FW,21/9/2023,6/10/2023,E_FW
E_FW2_19,M,E,2,FW,21/9/2023,2/10/2023,E_FW
E_FW2_20,F,E,2,FW,20/9/2023,25/9/2023,E_FW
E_FW2_21,M,E,2,FW,20/9/2023,,E_FW
E_FW2_22,F,E,2,FW,20/9/2023,,E_FW
E_FW2_23,M,E,2,FW,21/9/2023,2/10/2023,E_FW
E_FW2_24,M,E,2,FW,21/9/2023,2/10/2023,E_FW
E_FW2_25,F,E,2,FW,21/9/2023,,E_FW
E_FW2_26,M,E,2,FW,20/9/2023,,E_FW
E_FW2_27,M,E,2,FW,21/9/2023,4/10/2023,E_FW
E_FW2_28,F,E,2,FW,21/9/2023,,E_FW
E_FW2_29,M,E,2,FW,20/9/2023,,E_FW
E_FW2_30,M,E,2,FW,20/9/2023,,E_FW
E_FW2_31,F,E,2,FW,20/9/2023,,E_FW
E_FW2_32,F,E,2,FW,20/9/2023,,E_FW
E_FW2_33,M,E,2,FW,21/9/2023,5/10/2023,E_FW
E_FW2_34,M,E,2,FW,21/9/2023,9/10/2023,E_FW
E_FW2_35,M,E,2,FW,21/9/2023,4/10/2023,E_FW
E_FW2_36,M,E,2,FW,21/9/2023,11/10/2023,E_FW
E_FW2_37,F,E,2,FW,22/9/2023,3/10/2023,E_FW
E_FW2_38,M,E,2,FW,22/9/2023,11/10/2023,E_FW
E_FW2_39,F,E,2,FW,21/9/2023,2/10/2023,E_FW
E_FW2_40,M,E,2,FW,22/9/2023,4/10/2023,E_FW
E_FW2_41,M,E,2,FW,22/9/2023,5/10/2023,E_FW
E_FW2_42,F,E,2,FW,21/9/2023,2/10/2023,E_FW
E_FW2_43,M,E,2,FW,21/9/2023,4/10/2023,E_FW
E_FW2_44,M,E,2,FW,22/9/2023,11/10/2023,E_FW
E_FW2_45,M,E,2,FW,21/9/2023,11/10/2023,E_FW
E_FW2_46,M,E,2,FW,22/9/2023,4/10/2023,E_FW
E_FW2_47,F,E,2,FW,21/9/2023,,E_FW
E_FW2_48,M,E,2,FW,21/9/2023,11/10/2023,E_FW
E_FW2_49,F,E,2,FW,24/9/2023,6/10/2023,E_FW
E_FW2_50,F,E,2,FW,22/9/2023,2/10/2023,E_FW
E_FW2_51,F,E,2,FW,23/9/2023,2/10/2023,E_FW
E_FW2_52,M,E,2,FW,23/9/2023,8/10/2023,E_FW
E_FW2_53,F,E,2,FW,23/9/2023,4/10/2023,E_FW
E_FW2_54,M,E,2,FW,23/9/2023,6/10/2023,E_FW
E_FW2_55,M,E,2,FW,23/9/2023,3/10/2023,E_FW
E_FW2_56,M,E,2,FW,23/9/2023,9/10/2023,E_FW
E_FW2_57,M,E,2,FW,22/9/2023,9/10/2023,E_FW
E_FW2_58,M,E,2,FW,23/9/2023,12/10/2023,E_FW
E_FW2_59,F,E,2,FW,22/9/2023,7/10/2023,E_FW
E_FW2_60,F,E,2,FW,23/9/2023,2/10/2023,E_FW
E_FW2_61,M,E,2,FW,21/9/2023,15/10/2023,E_FW
E_FW2_62,F,E,2,FW,23/9/2023,2/10/2023,E_FW
E_FW2_63,M,E,2,FW,23/9/2023,2/10/2023,E_FW
E_FW2_64,M,E,2,FW,22/9/2023,4/10/2023,E_FW
E_FW2_65,F,E,2,FW,23/9/2023,2/10/2023,E_FW
E_FW2_66,F,E,2,FW,22/9/2023,4/10/2023,E_FW
E_FW2_67,F,E,2,FW,22/9/2023,4/10/2023,E_FW
E_FW2_68,F,E,2,FW,22/9/2023,5/10/2023,E_FW
E_FW2_69,M,E,2,FW,22/9/2023,1/10/2023,E_FW
E_FW2_70,F,E,2,FW,24/9/2023,5/10/2023,E_FW
E_FW2_71,F,E,2,FW,25/9/2023,3/10/2023,E_FW
E_FW2_72,M,E,2,FW,24/9/2023,2/10/2023,E_FW
E_FW2_73,M,E,2,FW,26/9/2023,8/10/2023,E_FW
E_FW2_74,F,E,2,FW,23/9/2023,3/10/2023,E_FW
E_FW2_75,M,E,2,FW,25/9/2023,2/10/2023,E_FW
E_FW2_76,M,E,2,FW,26/9/2023,7/10/2023,E_FW
E_FW2_77,F,E,2,FW,26/9/2023,2/10/2023,E_FW
E_FW2_78,F,E,2,FW,27/9/2023,4/10/2023,E_FW
E_FW2_79,F,E,2,FW,27/9/2023,10/10/2023,E_FW
E_FW2_80,F,E,2,FW,1/10/2023,9/10/2023,E_FW
E_FW2_81,F,E,2,FW,2/10/2023,15/10/2023,E_FW
E_FW2_82,M,E,2,FW,3/10/2023,14/10/2023,E_FW
E_FW2_83,M,E,2,FW,19/10/2023,30/10/2023,E_FW
E_FW3_01,M,E,3,FW,19/9/2023,,E_FW
E_FW3_02,F,E,3,FW,20/9/2023,,E_FW
E_FW3_03,F,E,3,FW,20/9/2023,,E_FW
E_FW3_04,M,E,3,FW,19/9/2023,,E_FW
E_FW3_05,F,E,3,FW,20/9/2023,,E_FW
E_FW3_06,F,E,3,FW,19/9/2023,,E_FW
E_FW3_07,F,E,3,FW,19/9/2023,,E_FW
E_FW3_08,F,E,3,FW,20/9/2023,,E_FW
E_FW3_09,F,E,3,FW,20/9/2023,,E_FW
E_FW3_10,M,E,3,FW,20/9/2023,,E_FW
E_FW3_11,F,E,3,FW,21/9/2023,,E_FW
E_FW3_12,F,E,3,FW,20/9/2023,,E_FW
E_FW3_13,M,E,3,FW,21/9/2023,,E_FW
E_FW3_14,F,E,3,FW,22/9/2023,4/10/2023,E_FW
E_FW3_15,F,E,3,FW,21/9/2023,2/10/2023,E_FW
E_FW3_16,F,E,3,FW,21/9/2023,2/10/2023,E_FW
E_FW3_17,M,E,3,FW,20/9/2023,,E_FW
E_FW3_18,F,E,3,FW,21/9/2023,4/10/2023,E_FW
E_FW3_19,M,E,3,FW,20/9/2023,,E_FW
E_FW3_20,M,E,3,FW,21/9/2023,2/10/2023,E_FW
E_FW3_21,F,E,3,FW,21/9/2023,,E_FW
E_FW3_22,F,E,3,FW,21/9/2023,6/10/2023,E_FW
E_FW3_23,F,E,3,FW,21/9/2023,6/10/2023,E_FW
E_FW3_24,M,E,3,FW,21/9/2023,4/10/2023,E_FW
E_FW3_25,F,E,3,FW,21/9/2023,1/10/2023,E_FW
E_FW3_26,M,E,3,FW,21/9/2023,,E_FW
E_FW3_27,F,E,3,FW,20/9/2023,,E_FW
E_FW3_28,M,E,3,FW,21/9/2023,,E_FW
E_FW3_29,M,E,3,FW,21/9/2023,,E_FW
E_FW3_30,F,E,3,FW,21/9/2023,5/10/2023,E_FW
E_FW3_31,F,E,3,FW,21/9/2023,2/10/2023,E_FW
E_FW3_32,M,E,3,FW,20/9/2023,,E_FW
E_FW3_33,M,E,3,FW,20/9/2023,,E_FW
E_FW3_34,F,E,3,FW,20/9/2023,,E_FW
E_FW3_35,M,E,3,FW,20/9/2023,,E_FW
E_FW3_36,M,E,3,FW,22/9/2023,1/10/2023,E_FW
E_FW3_37,F,E,3,FW,21/9/2023,29/9/2023,E_FW
E_FW3_38,M,E,3,FW,21/9/2023,3/10/2023,E_FW
E_FW3_39,F,E,3,FW,22/9/2023,3/10/2023,E_FW
E_FW3_40,M,E,3,FW,20/9/2023,,E_FW
E_FW3_41,M,E,3,FW,21/9/2023,5/10/2023,E_FW
E_FW3_42,M,E,3,FW,22/9/2023,1/10/2023,E_FW
E_FW3_43,F,E,3,FW,21/9/2023,3/10/2023,E_FW
E_FW3_44,F,E,3,FW,21/9/2023,1/10/2023,E_FW
E_FW3_45,M,E,3,FW,21/9/2023,6/10/2023,E_FW
E_FW3_46,F,E,3,FW,21/9/2023,1/10/2023,E_FW
E_FW3_47,F,E,3,FW,21/9/2023,3/10/2023,E_FW
E_FW3_48,F,E,3,FW,21/9/2023,1/10/2023,E_FW
E_FW3_49,M,E,3,FW,21/9/2023,4/10/2023,E_FW
