ID,Sex,Genetic_line,Replicate,Treatment,Date of Eclosion,Date of Death,Group
A1_01,F,A,1,CF,4/4/2023,19/4/2023,A_CF
A1_02,F,A,1,CF,3/4/2023,12/4/2023,A_CF
A1_04,F,A,1,CF,1/4/2023,14/4/2023,A_CF
A1_05,M,A,1,CF,1/4/2023,16/4/2023,A_CF
A1_06,M,A,1,CF,4/4/2023,12/4/2023,A_CF
A1_07,M,A,1,CF,2/4/2023,16/4/2023,A_CF
A1_08,F,A,1,CF,2/4/2023,11/4/2023,A_CF
A1_09,M,A,1,CF,4/4/2023,17/4/2023,A_CF
A1_11,F,A,1,CF,3/4/2023,11/4/2023,A_CF
A1_12,F,A,1,CF,3/4/2023,16/4/2023,A_CF
A1_13,M,A,1,CF,4/4/2023,19/4/2023,A_CF
A1_14,M,A,1,CF,5/4/2023,11/4/2023,A_CF
A1_15,M,A,1,CF,4/4/2023,15/4/2023,A_CF
A1_17,M,A,1,CF,5/4/2023,26/4/2023,A_CF
A1_19,M,A,1,CF,5/4/2023,17/4/2023,A_CF
A1_41,M,A,1,CF,2/5/2023,12/5/2023,A_CF
A2_01,M,A,2,CF,2/4/2023,16/4/2023,A_CF
A2_02,F,A,2,CF,4/4/2023,11/4/2023,A_CF
A2_03,M,A,2,CF,4/4/2023,14/4/2023,A_CF
A2_04,M,A,2,CF,4/4/2023,19/4/2023,A_CF
A2_05,M,A,2,CF,3/4/2023,14/4/2023,A_CF
A2_07,F,A,2,CF,4/4/2023,14/4/2023,A_CF
A2_08,M,A,2,CF,4/4/2023,18/4/2023,A_CF
A2_10,M,A,2,CF,4/4/2023,12/4/2023,A_CF
A2_12,F,A,2,CF,5/4/2023,16/4/2023,A_CF
A2_13,F,A,2,CF,5/4/2023,12/4/2023,A_CF
A3_01,F,A,3,CF,4/4/2023,16/4/2023,A_CF
A3_02,M,A,3,CF,4/4/2023,15/4/2023,A_CF
A3_03,M,A,3,CF,1/4/2023,16/4/2023,A_CF
A3_05,M,A,3,CF,4/4/2023,14/4/2023,A_CF
A3_06,M,A,3,CF,2/4/2023,16/4/2023,A_CF
A3_07,M,A,3,CF,3/4/2023,16/4/2023,A_CF
A3_08,M,A,3,CF,2/4/2023,16/4/2023,A_CF
A3_09,F,A,3,CF,5/4/2023,16/4/2023,A_CF
A3_10,M,A,3,CF,3/4/2023,16/4/2023,A_CF
A3_11,M,A,3,CF,4/4/2023,14/4/2023,A_CF
A3_12,F,A,3,CF,1/4/2023,12/4/2023,A_CF
A3_13,M,A,3,CF,4/4/2023,15/4/2023,A_CF
A3_14,M,A,3,CF,4/4/2023,14/4/2023,A_CF
A3_18,M,A,3,CF,5/4/2023,16/4/2023,A_CF
A3_19,M,A,3,CF,5/4/2023,16/4/2023,A_CF
A3_20,M,A,3,CF,5/4/2023,19/4/2023,A_CF
B1_01,M,B,1,CF,6/4/2023,16/4/2023,B_CF
B1_03,M,B,1,CF,4/4/2023,15/4/2023,B_CF
B1_30,F,B,1,CF,6/5/2023,12/5/2023,B_CF
B2_01,M,B,2,CF,4/4/2023,17/4/2023,B_CF
B2_02,F,B,2,CF,5/4/2023,16/4/2023,B_CF
B2_03,F,B,2,CF,6/4/2023,17/4/2023,B_CF
B2_05,F,B,2,CF,5/4/2023,19/4/2023,B_CF
B2_27,F,B,2,CF,1/5/2023,12/5/2023,B_CF
B2_28,M,B,2,CF,6/5/2023,15/5/2023,B_CF
B2_30,M,B,2,CF,21/5/2023,6/6/2023,B_CF
B3_01,M,B,1,CF,4/4/2023,17/4/2023,B_CF
B3_02,M,B,1,CF,6/4/2023,19/4/2023,B_CF
B3_03,M,B,1,CF,6/4/2023,19/4/2023,B_CF
B_CF4_01,F,B,3,CF,9/9/2023,14/9/2023,B_CF
B_CF4_04,M,B,3,CF,9/9/2023,16/9/2023,B_CF
B_CF4_05,M,B,3,CF,10/9/2023,16/9/2023,B_CF
B_CF4_06,M,B,3,CF,9/9/2023,14/9/2023,B_CF
B_CF4_11,F,B,3,CF,15/9/2023,26/9/2023,B_CF
B_CF4_15,M,B,3,CF,16/9/2023,22/9/2023,B_CF
B_CF4_31,F,B,3,CF,24/9/2023,5/10/2023,B_CF
B_CF4_32,F,B,3,CF,25/9/2023,5/10/2023,B_CF
B_CF4_33,M,B,3,CF,26/9/2023,11/10/2023,B_CF
B_CF4_34,F,B,3,CF,25/9/2023,6/10/2023,B_CF
B_CF4_37,F,B,3,CF,26/9/2023,3/10/2023,B_CF
B_CF4_38,F,B,3,CF,25/9/2023,6/10/2023,B_CF
B_CF4_39,M,B,3,CF,27/9/2023,12/10/2023,B_CF
B_CF4_40,M,B,3,CF,27/9/2023,9/10/2023,B_CF
B_CF4_41,F,B,3,CF,28/9/2023,5/10/2023,B_CF
B_CF4_42,F,B,3,CF,26/9/2023,4/10/2023,B_CF
B_CF4_43,M,B,3,CF,28/9/2023,7/10/2023,B_CF
B_CF4_44,F,B,3,CF,28/9/2023,9/10/2023,B_CF
B_CF4_45,M,B,3,CF,28/9/2023,12/10/2023,B_CF
B_CF4_46,M,B,3,CF,26/9/2023,4/10/2023,B_CF
B_CF4_47,F,B,3,CF,30/9/2023,6/10/2023,B_CF
B_CF4_48,F,B,3,CF,7/10/2023,18/10/2023,B_CF
B_CF4_49,F,B,3,CF,7/10/2023,19/10/2023,B_CF
B_CF4_50,F,B,3,CF,9/10/2023,16/10/2023,B_CF
B_CF4_51,F,B,3,CF,8/10/2023,18/10/2023,B_CF
B_CF4_52,M,B,3,CF,13/10/2023,19/10/2023,B_CF
B_CF4_53,M,B,3,CF,15/10/2023,23/10/2023,B_CF
B_CF4_54,M,B,3,CF,15/10/2023,27/10/2023,B_CF
A_FW1_01,M,A,1,FW,7/9/2023,16/9/2023,A_FW
A_FW1_04,M,A,1,FW,6/9/2023,16/9/2023,A_FW
A_FW1_06,F,A,1,FW,6/9/2023,14/9/2023,A_FW
A_FW1_07,M,A,1,FW,6/9/2023,17/9/2023,A_FW
A_FW1_09,M,A,1,FW,7/9/2023,19/9/2023,A_FW
A_FW1_10,M,A,1,FW,7/9/2023,16/9/2023,A_FW
A_FW1_15,M,A,1,FW,6/9/2023,13/9/2023,A_FW
A_FW1_20,M,A,1,FW,6/9/2023,13/9/2023,A_FW
A_FW1_21,M,A,1,FW,6/9/2023,13/9/2023,A_FW
A_FW1_22,M,A,1,FW,6/9/2023,14/9/2023,A_FW
A_FW1_23,M,A,1,FW,6/9/2023,13/9/2023,A_FW
A_FW1_26,F,A,1,FW,6/9/2023,13/9/2023,A_FW
A_FW1_28,F,A,1,FW,6/9/2023,16/9/2023,A_FW
A_FW1_29,M,A,1,FW,7/9/2023,16/9/2023,A_FW
A_FW1_30,M,A,1,FW,6/9/2023,14/9/2023,A_FW
A_FW1_31,F,A,1,FW,6/9/2023,13/9/2023,A_FW
A_FW1_32,M,A,1,FW,8/9/2023,16/9/2023,A_FW
A_FW1_33,M,A,1,FW,6/9/2023,13/9/2023,A_FW
A_FW1_34,M,A,1,FW,6/9/2023,13/9/2023,A_FW
A_FW1_35,F,A,1,FW,6/9/2023,14/9/2023,A_FW
A_FW1_36,F,A,1,FW,7/9/2023,16/9/2023,A_FW
A_FW1_39,F,A,1,FW,6/9/2023,17/9/2023,A_FW
A_FW1_42,M,A,1,FW,6/9/2023,13/9/2023,A_FW
A_FW1_47,F,A,1,FW,8/9/2023,21/9/2023,A_FW
A_FW1_48,M,A,1,FW,8/9/2023,18/9/2023,A_FW
A_FW1_49,F,A,1,FW,8/9/2023,19/9/2023,A_FW
A_FW1_52,F,A,1,FW,8/9/2023,22/9/2023,A_FW
A_FW1_53,F,A,1,FW,8/9/2023,16/9/2023,A_FW
A_FW1_58,F,A,1,FW,8/9/2023,21/9/2023,A_FW
A_FW1_59,F,A,1,FW,8/9/2023,16/9/2023,A_FW
A_FW1_61,F,A,1,FW,8/9/2023,16/9/2023,A_FW
A_FW1_65,F,A,1,FW,8/9/2023,17/9/2023,A_FW
A_FW1_66,M,A,1,FW,8/9/2023,17/9/2023,A_FW
A_FW1_67,F,A,1,FW,8/9/2023,17/9/2023,A_FW
A_FW1_68,F,A,1,FW,9/9/2023,17/9/2023,A_FW
A_FW1_69,M,A,1,FW,7/9/2023,16/9/2023,A_FW
A_FW1_70,M,A,1,FW,8/9/2023,17/9/2023,A_FW
A_FW1_71,F,A,1,FW,8/9/2023,14/9/2023,A_FW
A_FW1_72,M,A,1,FW,8/9/2023,16/9/2023,A_FW
A_FW1_73,M,A,1,FW,9/9/2023,16/9/2023,A_FW
A_FW1_74,M,A,1,FW,8/9/2023,16/9/2023,A_FW
A_FW1_75,F,A,1,FW,9/9/2023,19/9/2023,A_FW
A_FW1_76,M,A,1,FW,7/9/2023,16/9/2023,A_FW
A_FW1_77,F,A,1,FW,9/9/2023,16/9/2023,A_FW
A_FW1_78,F,A,1,FW,9/9/2023,22/9/2023,A_FW
A_FW1_79,M,A,1,FW,9/9/2023,22/9/2023,A_FW
A_FW1_80,M,A,1,FW,9/9/2023,16/9/2023,A_FW
A_FW1_81,F,A,1,FW,9/9/2023,22/9/2023,A_FW
A_FW1_82,M,A,1,FW,9/9/2023,17/9/2023,A_FW
A_FW1_83,F,A,1,FW,9/9/2023,16/9/2023,A_FW
A_FW1_85,M,A,1,FW,9/9/2023,19/9/2023,A_FW
A_FW1_86,M,A,1,FW,9/9/2023,17/9/2023,A_FW
A_FW1_87,M,A,1,FW,9/9/2023,14/9/2023,A_FW
A_FW1_89,M,A,1,FW,12/9/2023,17/9/2023,A_FW
A_FW2_01,M,A,2,FW,5/9/2023,,A_FW
A_FW2_02,F,A,2,FW,5/9/2023,,A_FW
A_FW2_03,F,A,2,FW,7/9/2023,,A_FW
A_FW2_04,M,A,2,FW,7/9/2023,,A_FW
A_FW2_05,F,A,2,FW,6/9/2023,14/9/2023,A_FW
A_FW2_06,M,A,2,FW,7/9/2023,,A_FW
A_FW2_07,M,A,2,FW,6/9/2023,16/9/2023,A_FW
A_FW2_08,M,A,2,FW,7/9/2023,,A_FW
A_FW2_09,F,A,2,FW,7/9/2023,,A_FW
A_FW2_10,F,A,2,FW,5/9/2023,,A_FW
A_FW2_11,M,A,2,FW,7/9/2023,,A_FW
A_FW2_12,F,A,2,FW,6/9/2023,14/9/2023,A_FW
A_FW2_13,M,A,2,FW,7/9/2023,,A_FW
A_FW2_14,F,A,2,FW,6/9/2023,13/9/2023,A_FW
A_FW2_15,M,A,2,FW,5/9/2023,,A_FW
A_FW2_16,F,A,2,FW,7/9/2023,,A_FW
A_FW2_17,M,A,2,FW,7/9/2023,,A_FW
A_FW2_18,F,A,2,FW,7/9/2023,,A_FW
A_FW2_19,M,A,2,FW,6/9/2023,16/9/2023,A_FW
A_FW2_20,M,A,2,FW,6/9/2023,13/9/2023,A_FW
A_FW2_21,F,A,2,FW,7/9/2023,,A_FW
A_FW2_22,F,A,2,FW,7/9/2023,,A_FW
A_FW2_23,F,A,2,FW,3/9/2023,,A_FW
A_FW2_24,F,A,2,FW,5/9/2023,,A_FW
A_FW2_25,F,A,2,FW,5/9/2023,,A_FW
A_FW2_26,M,A,2,FW,3/9/2023,,A_FW
A_FW2_27,M,A,2,FW,5/9/2023,,A_FW
A_FW2_28,M,A,2,FW,6/9/2023,20/9/2023,A_FW
A_FW2_29,M,A,2,FW,6/9/2023,14/9/2023,A_FW
A_FW2_30,F,A,2,FW,6/9/2023,14/9/2023,A_FW
A_FW2_31,M,A,2,FW,5/9/2023,,A_FW
A_FW2_32,M,A,2,FW,7/9/2023,,A_FW
A_FW2_33,M,A,2,FW,7/9/2023,,A_FW
A_FW2_34,M,A,2,FW,6/9/2023,13/9/2023,A_FW
A_FW2_35,M,A,2,FW,6/9/2023,16/9/2023,A_FW
A_FW2_36,M,A,2,FW,7/9/2023,,A_FW
A_FW2_37,M,A,2,FW,5/9/2023,,A_FW
A_FW2_38,M,A,2,FW,6/9/2023,14/9/2023,A_FW
A_FW2_39,M,A,2,FW,7/9/2023,,A_FW
A_FW2_40,F,A,2,FW,6/9/2023,13/9/2023,A_FW
A_FW2_41,M,A,2,FW,6/9/2023,13/9/2023,A_FW
A_FW2_42,M,A,2,FW,7/9/2023,,A_FW
A_FW2_43,M,A,2,FW,5/9/2023,,A_FW
A_FW2_44,M,A,2,FW,5/9/2023,,A_FW
A_FW2_45,M,A,2,FW,5/9/2023,,A_FW
A_FW2_46,M,A,2,FW,3/9/2023,,A_FW
A_FW2_47,F,A,2,FW,3/9/2023,,A_FW
A_FW2_48,F,A,2,FW,3/9/2023,,A_FW
A_FW2_49,M,A,2,FW,6/9/2023,13/9/2023,A_FW
A_FW2_50,M,A,2,FW,4/9/2023,,A_FW
A_FW2_51,F,A,2,FW,5/9/2023,,A_FW
A_FW2_52,M,A,2,FW,6/9/2023,16/9/2023,A_FW
A_FW2_53,M,A,2,FW,6/9/2023,13/9/2023,A_FW
A_FW2_54,M,A,2,FW,7/9/2023,,A_FW
A_FW2_55,M,A,2,FW,5/9/2023,,A_FW
A_FW2_56,M,A,2,FW,8/9/2023,19/9/2023,A_FW
A_FW2_57,M,A,2,FW,7/9/2023,,A_FW
A_FW2_58,F,A,2,FW,8/9/2023,,A_FW
A_FW2_59,F,A,2,FW,8/9/2023,,A_FW
A_FW2_60,M,A,2,FW,7/9/2023,,A_FW
A_FW2_61,M,A,2,FW,7/9/2023,,A_FW
A_FW2_62,M,A,2,FW,9/9/2023,16/9/2023,A_FW
A_FW2_63,M,A,2,FW,7/9/2023,,A_FW
A_FW2_64,F,A,2,FW,7/9/2023,,A_FW
A_FW2_65,M,A,2,FW,8/9/2023,17/9/2023,A_FW
A_FW2_66,M,A,2,FW,7/9/2023,,A_FW
A_FW2_67,M,A,2,FW,8/9/2023,17/9/2023,A_FW
A_FW2_68,M,A,2,FW,8/9/2023,16/9/2023,A_FW
A_FW2_69,F,A,2,FW,8/9/2023,,A_FW
A_FW2_70,M,A,2,FW,8/9/2023,14/9/2023,A_FW
A_FW2_71,F,A,2,FW,8/9/2023,,A_FW
A_FW2_72,M,A,2,FW,7/9/2023,,A_FW
A_FW2_73,F,A,2,FW,8/9/2023,13/9/2023,A_FW
A_FW2_74,M,A,2,FW,8/9/2023,23/9/2023,A_FW
A_FW2_75,F,A,2,FW,8/9/2023,,A_FW
A_FW2_76,F,A,2,FW,7/9/2023,,A_FW
A_FW2_77,M,A,2,FW,8/9/2023,14/9/2023,A_FW
A_FW2_78,F,A,2,FW,7/9/2023,,A_FW
A_FW2_79,M,A,2,FW,8/9/2023,16/9/2023,A_FW
A_FW2_80,M,A,2,FW,7/9/2023,,A_FW
A_FW2_81,M,A,2,FW,8/9/2023,13/9/2023,A_FW
A_FW2_82,F,A,2,FW,8/9/2023,,A_FW
A_FW2_83,F,A,2,FW,9/9/2023,16/9/2023,A_FW
A_FW2_84,M,A,2,FW,9/9/2023,16/9/2023,A_FW
A_FW2_85,F,A,2,FW,8/9/2023,13/9/2023,A_FW
A_FW2_86,F,A,2,FW,9/9/2023,17/9/2023,A_FW
A_FW2_87,M,A,2,FW,9/9/2023,18/9/2023,A_FW
A_FW2_88,F,A,2,FW,8/9/2023,,A_FW
A_FW2_89,M,A,2,FW,8/9/2023,17/9/2023,A_FW
A_FW3_01,F,A,3,FW,5/9/2023,,A_FW
A_FW3_02,M,A,3,FW,7/9/2023,,A_FW
A_FW3_03,M,A,3,FW,7/9/2023,,A_FW
A_FW3_04,M,A,3,FW,6/9/2023,13/9/2023,A_FW
A_FW3_05,F,A,3,FW,7/9/2023,,A_FW
A_FW3_06,F,A,3,FW,5/9/2023,,A_FW
A_FW3_07,M,A,3,FW,6/9/2023,13/9/2023,A_FW
A_FW3_08,M,A,3,FW,7/9/2023,,A_FW
A_FW3_09,F,A,3,FW,7/9/2023,,A_FW
A_FW3_10,M,A,3,FW,6/9/2023,16/9/2023,A_FW
A_FW3_11,M,A,3,FW,6/9/2023,13/9/2023,A_FW
A_FW3_12,M,A,3,FW,6/9/2023,13/9/2023,A_FW
A_FW3_13,M,A,3,FW,8/9/2023,16/9/2023,A_FW
A_FW3_14,M,A,3,FW,6/9/2023,13/9/2023,A_FW
A_FW3_15,M,A,3,FW,6/9/2023,14/9/2023,A_FW
A_FW3_16,M,A,3,FW,6/9/2023,16/9/2023,A_FW
A_FW3_17,F,A,3,FW,7/9/2023,16/9/2023,A_FW
A_FW3_18,M,A,3,FW,6/9/2023,17/9/2023,A_FW
A_FW3_19,F,A,3,FW,7/9/2023,,A_FW
A_FW3_20,F,A,3,FW,6/9/2023,13/9/2023,A_FW
A_FW3_21,M,A,3,FW,6/9/2023,17/9/2023,A_FW
A_FW3_22,F,A,3,FW,7/9/2023,,A_FW
A_FW3_23,M,A,3,FW,6/9/2023,17/9/2023,A_FW
A_FW3_24,F,A,3,FW,7/9/2023,,A_FW
A_FW3_25,M,A,3,FW,7/9/2023,,A_FW
A_FW3_26,F,A,3,FW,7/9/2023,,A_FW
A_FW3_27,F,A,3,FW,7/9/2023,,A_FW
A_FW3_28,F,A,3,FW,6/9/2023,14/9/2023,A_FW
A_FW3_29,F,A,3,FW,7/9/2023,,A_FW
A_FW3_30,M,A,3,FW,4/9/2023,,A_FW
A_FW3_31,M,A,3,FW,7/9/2023,,A_FW
A_FW3_32,F,A,3,FW,5/9/2023,,A_FW
A_FW3_33,M,A,3,FW,7/9/2023,,A_FW
A_FW3_34,F,A,3,FW,6/9/2023,13/9/2023,A_FW
A_FW3_35,F,A,3,FW,7/9/2023,,A_FW
A_FW3_36,F,A,3,FW,7/9/2023,,A_FW
A_FW3_37,M,A,3,FW,6/9/2023,19/9/2023,A_FW
A_FW3_38,M,A,3,FW,5/9/2023,7/9/2023,A_FW
A_FW3_39,M,A,3,FW,8/9/2023,13/9/2023,A_FW
A_FW3_40,M,A,3,FW,7/9/2023,,A_FW
A_FW3_41,M,A,3,FW,6/9/2023,16/9/2023,A_FW
A_FW3_42,M,A,3,FW,8/9/2023,17/9/2023,A_FW
A_FW3_43,M,A,3,FW,6/9/2023,14/9/2023,A_FW
A_FW3_44,M,A,3,FW,5/9/2023,,A_FW
A_FW3_45,M,A,3,FW,6/9/2023,16/9/2023,A_FW
A_FW3_46,M,A,3,FW,6/9/2023,13/9/2023,A_FW
A_FW3_47,F,A,3,FW,7/9/2023,,A_FW
A_FW3_48,F,A,3,FW,6/9/2023,14/9/2023,A_FW
A_FW3_49,M,A,3,FW,7/9/2023,,A_FW
A_FW3_50,M,A,3,FW,7/9/2023,,A_FW
A_FW3_51,M,A,3,FW,6/9/2023,14/9/2023,A_FW
A_FW3_52,M,A,3,FW,7/9/2023,16/9/2023,A_FW
A_FW3_53,M,A,3,FW,6/9/2023,17/9/2023,A_FW
A_FW3_54,M,A,3,FW,4/9/2023,,A_FW
A_FW3_55,M,A,3,FW,8/9/2023,18/9/2023,A_FW
A_FW3_56,F,A,3,FW,7/9/2023,,A_FW
A_FW3_57,M,A,3,FW,8/9/2023,17/9/2023,A_FW
A_FW3_58,M,A,3,FW,7/9/2023,16/9/2023,A_FW
A_FW3_59,F,A,3,FW,7/9/2023,,A_FW
A_FW3_60,M,A,3,FW,8/9/2023,17/9/2023,A_FW
A_FW3_61,M,A,3,FW,7/9/2023,,A_FW
A_FW3_62,F,A,3,FW,8/9/2023,19/9/2023,A_FW
A_FW3_63,F,A,3,FW,8/9/2023,13/9/2023,A_FW
A_FW3_64,M,A,3,FW,8/9/2023,16/9/2023,A_FW
A_FW3_65,F,A,3,FW,8/9/2023,16/9/2023,A_FW
A_FW3_66,M,A,3,FW,8/9/2023,18/9/2023,A_FW
A_FW3_67,M,A,3,FW,7/9/2023,,A_FW
A_FW3_68,M,A,3,FW,7/9/2023,,A_FW
A_FW3_69,F,A,3,FW,7/9/2023,16/9/2023,A_FW
A_FW3_70,F,A,3,FW,8/9/2023,18/9/2023,A_FW
A_FW3_71,F,A,3,FW,8/9/2023,,A_FW
A_FW3_72,F,A,3,FW,7/9/2023,16/9/2023,A_FW
A_FW3_73,M,A,3,FW,7/9/2023,,A_FW
A_FW3_74,F,A,3,FW,9/9/2023,18/9/2023,A_FW
A_FW3_75,F,A,3,FW,8/9/2023,13/9/2023,A_FW
A_FW3_76,M,A,3,FW,7/9/2023,,A_FW
A_FW3_77,F,A,3,FW,7/9/2023,,A_FW
A_FW3_78,M,A,3,FW,8/9/2023,16/9/2023,A_FW
A_FW3_79,M,A,3,FW,9/9/2023,19/9/2023,A_FW
A_FW3_80,M,A,3,FW,9/9/2023,20/9/2023,A_FW
A_FW3_81,M,A,3,FW,9/9/2023,16/9/2023,A_FW
A_FW3_82,M,A,3,FW,7/9/2023,16/9/2023,A_FW
A_FW3_83,M,A,3,FW,8/9/2023,17/9/2023,A_FW
A_FW3_84,M,A,3,FW,9/9/2023,13/9/2023,A_FW
A_FW3_85,F,A,3,FW,8/9/2023,16/9/2023,A_FW
A_FW3_86,M,A,3,FW,7/9/2023,,A_FW
A_FW3_87,M,A,3,FW,10/9/2023,,A_FW
A_FW3_88,F,A,3,FW,10/9/2023,,A_FW
A_FW3_89,M,A,3,FW,10/9/2023,22/9/2023,A_FW
A_FW3_90,M,A,3,FW,10/9/2023,,A_FW
B_FW1_01,F,B,1,FW,6/9/2023,13/9/2023,B_FW
B_FW1_02,F,B,1,FW,6/9/2023,20/9/2023,B_FW
B_FW1_03,M,B,1,FW,4/9/2023,,B_FW
B_FW1_04,M,B,1,FW,7/9/2023,,B_FW
B_FW1_05,F,B,1,FW,6/9/2023,16/9/2023,B_FW
B_FW1_06,F,B,1,FW,6/9/2023,17/9/2023,B_FW
B_FW1_07,M,B,1,FW,6/9/2023,17/9/2023,B_FW
B_FW1_08,F,B,1,FW,5/9/2023,,B_FW
B_FW1_09,M,B,1,FW,6/9/2023,14/9/2023,B_FW
B_FW1_10,M,B,1,FW,6/9/2023,13/9/2023,B_FW
B_FW1_11,F,B,1,FW,5/9/2023,,B_FW
B_FW1_12,M,B,1,FW,6/9/2023,16/9/2023,B_FW
B_FW1_13,M,B,1,FW,7/9/2023,16/9/2023,B_FW
B_FW1_14,M,B,1,FW,6/9/2023,17/9/2023,B_FW
B_FW1_15,M,B,1,FW,8/9/2023,,B_FW
B_FW1_16,M,B,1,FW,6/9/2023,13/9/2023,B_FW
B_FW1_17,M,B,1,FW,6/9/2023,14/9/2023,B_FW
B_FW1_18,M,B,1,FW,7/9/2023,14/9/2023,B_FW
B_FW1_19,M,B,1,FW,5/9/2023,,B_FW
B_FW1_20,F,B,1,FW,7/9/2023,,B_FW
B_FW1_21,M,B,1,FW,7/9/2023,12/9/2023,B_FW
B_FW1_22,M,B,1,FW,8/9/2023,,B_FW
B_FW1_23,F,B,1,FW,8/9/2023,,B_FW
B_FW1_24,F,B,1,FW,7/9/2023,12/9/2023,B_FW
B_FW1_25,M,B,1,FW,7/9/2023,16/9/2023,B_FW
B_FW1_26,M,B,1,FW,8/9/2023,,B_FW
B_FW1_27,F,B,1,FW,7/9/2023,,B_FW
B_FW1_29,F,B,1,FW,8/9/2023,12/9/2023,B_FW
B_FW1_30,F,B,1,FW,7/9/2023,,B_FW
B_FW1_31,F,B,1,FW,8/9/2023,,B_FW
B_FW1_32,F,B,1,FW,8/9/2023,,B_FW
B_FW1_33,F,B,1,FW,8/9/2023,,B_FW
B_FW1_34,M,B,1,FW,8/9/2023,,B_FW
B_FW1_35,M,B,1,FW,7/9/2023,16/9/2023,B_FW
B_FW1_36,F,B,1,FW,7/9/2023,,B_FW
B_FW1_37,F,B,1,FW,8/9/2023,,B_FW
B_FW1_38,M,B,1,FW,9/9/2023,18/9/2023,B_FW
B_FW1_39,M,B,1,FW,8/9/2023,,B_FW
B_FW1_40,F,B,1,FW,8/9/2023,13/9/2023,B_FW
B_FW1_41,F,B,1,FW,8/9/2023,,B_FW
B_FW1_42,F,B,1,FW,8/9/2023,13/9/2023,B_FW
B_FW1_43,F,B,1,FW,8/9/2023,13/9/2023,B_FW
B_FW1_44,M,B,1,FW,9/9/2023,,B_FW
B_FW1_45,M,B,1,FW,9/9/2023,,B_FW
B_FW1_46,M,B,1,FW,9/9/2023,17/9/2023,B_FW
B_FW1_47,M,B,1,FW,9/9/2023,17/9/2023,B_FW
B_FW1_48,M,B,1,FW,7/9/2023,16/9/2023,B_FW
B_FW1_49,F,B,1,FW,8/9/2023,13/9/2023,B_FW
B_FW1_50,M,B,1,FW,8/9/2023,,B_FW
B_FW1_51,M,B,1,FW,8/9/2023,16/9/2023,B_FW
B_FW1_52,F,B,1,FW,8/9/2023,13/9/2023,B_FW
B_FW1_53,F,B,1,FW,8/9/2023,,B_FW
B_FW1_54,M,B,1,FW,8/9/2023,13/9/2023,B_FW
B_FW1_55,F,B,1,FW,7/9/2023,,B_FW
B_FW1_56,M,B,1,FW,8/9/2023,,B_FW
B_FW1_57,M,B,1,FW,6/9/2023,14/9/2023,B_FW
B_FW1_58,F,B,1,FW,9/9/2023,26/9/2023,B_FW
B_FW1_59,F,B,1,FW,8/9/2023,,B_FW
B_FW1_60,F,B,1,FW,9/9/2023,23/9/2023,B_FW
B_FW1_61,M,B,1,FW,8/9/2023,,B_FW
B_FW1_62,F,B,1,FW,10/9/2023,,B_FW
B_FW1_63,M,B,1,FW,9/9/2023,,B_FW
B_FW1_64,M,B,1,FW,9/9/2023,23/9/2023,B_FW
B_FW1_65,M,B,1,FW,9/9/2023,17/9/2023,B_FW
B_FW1_66,M,B,1,FW,9/9/2023,,B_FW
B_FW1_67,M,B,1,FW,8/9/2023,,B_FW
B_FW1_68,F,B,1,FW,9/9/2023,14/9/2023,B_FW
B_FW1_69,M,B,1,FW,9/9/2023,26/9/2023,B_FW
B_FW1_70,M,B,1,FW,8/9/2023,14/9/2023,B_FW
B_FW1_71,M,B,1,FW,10/9/2023,,B_FW
B_FW1_72,M,B,1,FW,10/9/2023,,B_FW
B_FW1_73,F,B,1,FW,10/9/2023,16/9/2023,B_FW
B_FW1_74,M,B,1,FW,10/9/2023,,B_FW
B_FW1_75,M,B,1,FW,11/9/2023,22/9/2023,B_FW
B_FW1_76,M,B,1,FW,17/9/2023,22/9/2023,B_FW
B_FW1_77,M,B,1,FW,21/9/2023,11/10/2023,B_FW
B_FW1_78,F,B,1,FW,25/9/2023,7/10/2023,B_FW
B_FW1_79,M,B,1,FW,25/9/2023,9/10/2023,B_FW
B_FW1_80,F,B,1,FW,28/9/2023,7/10/2023,B_FW
B_FW2_01,F,B,2,FW,6/9/2023,16/9/2023,B_FW
B_FW2_02,M,B,2,FW,6/9/2023,16/9/2023,B_FW
B_FW2_03,M,B,2,FW,6/9/2023,13/9/2023,B_FW
B_FW2_04,M,B,2,FW,7/9/2023,,B_FW
B_FW2_05,F,B,2,FW,6/9/2023,17/9/2023,B_FW
B_FW2_06,M,B,2,FW,6/9/2023,14/9/2023,B_FW
B_FW2_07,M,B,2,FW,6/9/2023,17/9/2023,B_FW
B_FW2_08,M,B,2,FW,6/9/2023,16/9/2023,B_FW
B_FW2_09,M,B,2,FW,6/9/2023,13/9/2023,B_FW
B_FW2_10,M,B,2,FW,7/9/2023,16/9/2023,B_FW
B_FW2_11,F,B,2,FW,3/9/2023,,B_FW
B_FW2_12,M,B,2,FW,7/9/2023,11/9/2023,B_FW
B_FW2_13,F,B,2,FW,7/9/2023,,B_FW
B_FW2_14,F,B,2,FW,7/9/2023,16/9/2023,B_FW
B_FW2_16,M,B,2,FW,9/9/2023,,B_FW
B_FW2_17,F,B,2,FW,7/9/2023,,B_FW
B_FW2_18,F,B,2,FW,8/9/2023,,B_FW
B_FW2_19,M,B,2,FW,7/9/2023,16/9/2023,B_FW
B_FW2_20,M,B,2,FW,8/9/2023,26/9/2023,B_FW
